rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
381	400	0.0035781428	0.099641796	0.010495177	0.12854833	0.01222801	0	1	1	1	1	1	1	0	1.54521	0.80018145	0.20399879	0.15047607	0.30499436	0.90092538
382	400	0.0092461845	0.050408066	0.023230413	0.039087633	0.020188318	1	1	1	1	1	1	1	1	1.298608	0.80140472	0.22813441	0.15883678	0.45309795	0.83379842
383	400	0.01117953	0.059042569	0.0043317271	0.036948552	0.0063899032	1	1	1	1	1	1	1	1	1.2041183	0.68151568	0.15217165	0.15841986	0.77818911	0.87586786
384	400	0.0076471846	0.072046693	0.0056023006	0.069434538	0.0093283614	0	1	1	1	1	1	1	1	1.2102268	0.67539166	0.16373848	0.13970074	0.72586709	1.0442313
385	400	0.0029593524	0.063429522	0.018000068	0.09174039	0.022732401	1	1	1	1	1	1	0	0	1.4264359	0.79923416	0.25892703	0.17801873	0.59350303	0.78008811
386	400	0.01117953	0.038372853	0.023150461	0.030701573	0.026372613	1	1	1	1	1	1	1	1	1.065498	0.6598677	0.16838538	0.10161723	0.35452036	0.99814797
387	400	0.01117953	0.15369433	0.0077656065	0.13844451	0.01489906	0	1	1	0	1	1	0	1	1.2244101	0.71533175	0.18828521	0.12609681	0.58521505	1.2479057
388	400	0.0063247097	0.049260263	0.022499772	0.041112437	0.029593105	1	1	1	1	1	1	1	1	1.2511493	0.72042655	0.21993568	0.1528758	0.59187485	1.274893
389	400	0.0076471846	0.044168204	0.011226897	0.046301419	0.018356989	1	1	1	1	1	1	1	1	1.2570772	0.73207511	0.23419856	0.16220903	0.64127873	1.130437
390	400	0.019760888	0.037780698	0.011002012	0.01955075	0.020834326	1	1	1	0	1	1	1	1	0.96218913	0.66640158	0.15676283	0.12488738	0.48083563	1.2700352
391	400	0.013517131	0.069553877	0.0029978053	0.068253136	0.0046124338	1	1	1	1	0	1	1	1	1.1222826	0.63241148	0.19307532	0.11067984	0.4997966	0.99169869
392	400	0.013517131	0.04830218	0.011699753	0.024907389	0.015396824	1	1	1	1	1	1	1	1	1.1620209	0.65560831	0.17042269	0.12121549	0.62446838	1.1716468
393	400	0.016343516	0.030536611	0.010427195	0.052905131	0.015895641	0	1	1	0	1	1	1	1	1.067571	0.64028317	0.17622563	0.13246981	0.38220989	1.2970229
394	400	0.0092461845	0.047512975	0.0067296787	0.040169601	0.0095335287	1	1	1	1	1	1	1	1	1.1171191	0.66825307	0.19538874	0.15390764	0.63563228	0.91554843
395	400	0.0063247097	0.044754732	0.024595207	0.044909596	0.029957043	1	1	1	1	0	1	1	0	1.1858428	0.78001936	0.201234	0.18567118	0.50589153	0.69861675
396	400	0.01117953	0.11894485	0.011983777	0.09456631	0.016280931	1	1	1	1	1	1	1	1	1.2479317	0.65451952	0.22224253	0.13730719	0.7423685	0.79115765
397	400	0.0063247097	0.047224833	0.019715038	0.035310933	0.025719764	1	0	1	1	1	1	1	1	1.3248672	0.75120438	0.29248044	0.16691369	0.51311416	0.90346497
398	400	0.01117953	0.061148222	0.015840331	0.044642595	0.017109661	1	1	1	1	0	1	1	1	1.2666905	0.7030208	0.19581824	0.11191834	0.56269635	0.84436984
399	400	0.016343516	0.1028176	0.0077241879	0.067968606	0.017481375	1	1	0	0	1	1	1	1	1.0296745	0.59427522	0.15887731	0.11181231	0.90624162	1.280725
400	400	0.0029593524	0.040959864	0.015759453	0.030048074	0.023023025	1	1	1	1	1	1	1	0	1.3338681	0.83096956	0.21163256	0.1652393	0.36668834	1.0359789
401	400	0.0063247097	0.22029609	0.0053861283	0.17569843	0.0071281868	1	1	1	1	1	1	1	1	1.309365	0.72997816	0.20835146	0.093228257	0.56340859	0.97862905
402	400	0.0035781428	0.027368575	0.0081982267	0.024066523	0.011377682	1	1	1	1	1	1	1	1	1.5320309	0.74554836	0.23800061	0.13727657	0.79919619	1.0555935
403	400	0.0092461845	0.10197122	0.0077618976	0.075851109	0.0086221186	1	1	1	1	1	1	1	1	1.2492103	0.68586321	0.22901998	0.16870243	0.84517738	0.96344907
404	400	0.0092461845	0.041207758	0.013905335	0.043128064	0.015355461	1	1	1	1	1	1	1	1	1.2864361	0.69498818	0.18410008	0.14648051	0.55947106	0.90945268
405	400	0.013517131	0.12327786	0.014574882	0.092679555	0.022082508	1	1	1	1	1	1	0	1	1.2098297	0.67607892	0.2384659	0.1325129	0.91339223	0.94708217
406	400	0.01117953	0.090471178	0.0069867284	0.062878988	0.0095177906	1	1	1	1	1	1	1	1	1.1442953	0.70224708	0.183139	0.14324325	0.74572375	0.84907143
